sentiment,tweet
neutral, IT SHALL BE MINE!! IT SHALL... BE MINE!!! *raises eyebrows*
neutral, just checked my account I also paid twice
neutral,With My Boy Still  He`s everything to me
neutral,"why I love so much, why your make me smile all the time? why your so special but i cant have u  ? I get scared to try."
positive, happy birthday man! my ride to the wedding  i`ll see you guys soon though. you play here JULY 27th!
negative,tonights been boring!
neutral,"After the sketchy moments at A mtn, the friends and I moved up the trail and sat at the end of the road, just talking and being silly"
positive,"watching 'Steel Magnolias' then going to bed. I have to babysit at one tomorrow. then give mommy her gift!  night, <3 peace.love.jonas"
neutral, I want to see 'Too Fast to Transport in 60 seconds'
positive,"I don`t dig emo **** or that, but I like this song sorry emo`s  ? http://blip.fm/~5jg0u"
negative,My coffee got cold blah!
neutral, Have you seen Wolverine?  Might want to change that pic.  There`s a new sheriff in town.
positive," Thank you, thank you!! Thought this is where all the cool kids hang out now, hehe  xoxo!"
neutral, _defcon1 I gather you guys continued the drinking after I left?
negative,It rains and it sucks so much because it`s the second day in a row
neutral, ill be alright but the whip may not
neutral,frustrated. I just found out our sitter isn`t avail. tonight. now what? no TKD test 4 me I guess  good thing I`m married to the instructor
negative," I`m stuck in a try-to-merge-two-tools CSS hell, so no help from frameworks  Unless both tools had already used the same framework"
negative,Trully a awful day! ****!
negative,Nursing my sick guniea pig back to health  and my cat is being jealous
neutral,I`m glad I don`t have class on Fridays. I need the break! Algebra test on Wednesday
positive, omg i had that book its soo funny
neutral,Pretty  is it long or short? Sparkly or shiny? Lol
positive,Happy Mother`s Day  http://bit.ly/LRSnG
negative,Soooo full that im starting to feel sick
negative,talking on the phone with someone I`ve missed a lottt.
negative," sadly  isn`t me. It`s some1 w/ 1 follower 1 update & hasn`t used Twitter since May 1, `07  I wanted that name, too"
neutral, yes ma`am u do have a pretty smile. but you also won`t eat chipotle with me.
positive," my lil sister Charese, her best friend passed today"
neutral, *cough* star trek *cough*
neutral, I don`t know how to use this
negative,Still hating the whole Twitter replies thing. I feel like I`m missing bits.  #fixreplies
positive,"Had a nice visit last night from a boy with voracious stubble, does anyone know what to do about a raw chin? haha"
negative, so i`m screwed
neutral,Watching the CAVS!!!!!
negative,"It`s the weekend, its sunny..... and I got another puncture!!!"
negative,"http://twitpic.com/675tw - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ..."
positive, I really hope so
negative, No happy hour in CCP eithah that`s 2 bad
positive,Neville88 am gud enuh hun...was jus sayin hi n hopin that ur avin a gud nite so far..HAPPY LADIES DAY 2MORO THEN...is dat better
neutral, Marche! I want rosti and crepes.
positive, Sounds like you`re in for a great day!  Enjoy
neutral,Getting ready for work.
negative, i wish i could but it would cost too much to call you all the way from the UK
negative, ugh! Tis so warm outside too  unfair! I want to go read and pack!
negative,is still sick  sigh
positive," I`m not going on the cruise. Wish I was, but I`m just going on vacation. Thanks though"
negative,I made this huge revelation as I was doing the dishes( that everyone left for me) and now I totally forgot it. I hate when that happens.
neutral,"My new design portfolio is finally on the web: http://www.designia.nl - Still needs some tweaking on the details but it`s ok for now,"
neutral,new neighbors are moving in.... off to give my brazil presentation that i shouldve given on wed!!! but some people went overtime
negative,he killed everyone for nothing. :o  :-ss
positive, I know!  I loved it.
negative,"oh no  according to laineygossip, taylena is OVER!  bc of his fame?! gosh poor  two heartbreaks in a row :-/"
neutral,_EN  we`re waiting you here in Belgrade!! Can`t wait!!
negative,_zorz_peep count yourself lucky i was gonna say the OTHER word instead...and rsvp...sorry i cant come to ur birthday...day?
negative,this sux but took like 4 minutes. going to sleep finally  http://img36.imageshack.us/img36/4603/iprevailedsig.png
negative,i want to see my bud mel  miss hur loads
neutral,going away party at ambers  road trip tomorrow!
positive," Greatings from planet shannan, we have laded once again on your lanet & hopefull we come in peace =/ Hmm...Haiaa"
neutral," I can understand, pains been part of my life for a long time now  I hope you feel a bit better soon."
neutral, what are you doing here? I thought you were back at work today!
positive, - and yes i like the vids
positive, safer to say that your cube is now a sphere ... but roll with it buddy ... it is an awesome time ... esp the 1st one
neutral,praying the rosary with my family!
positive, thank`s ... See? now I`m back on smiling
negative,i miss 'mr.'
negative,Having trouble syncing my iphone to my work exchange email  help!!!!
positive," I know, thx  But I`ll be ok."
negative,sad assembly  next block
positive, That`s a relief! I feel better knowing it`s hereditary.  Have fun!
negative,Today`s ABA has been full of emotional tears  #ASD #autism some days are harder than others.  Its hard to not intervene  poor baby
negative,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y
positive,Heading home after a long week. Wish someone onther than marketers would follow me
neutral," Yeah man, been a while since I heard you spittin`."
positive, wow! I`ve joined the photography scene pretty recently so this (large format) makes it even more interesting
positive,has just discovered a great site!
positive,This is dedicated to all those moms out there - Happy Mother`s Day  ? http://blip.fm/~5z2g9
positive,"OK. Happy Star Wars Day, everyone. As they say, May the 4th be with you"
neutral, hmmm they are on offer in Tesco as well but I don`t think the wee one next to me will stock them!
positive,happy mother`s day mom. love you always
negative,I just saw 22nd of June and it make me think of Jenny  I miss her so much  ...
neutral,YAY! My temperature went down!  I can have dinner with the family tonight.
positive," Of course. I`d send it to you, but I don`t think it would survive the trip."
negative,Just heard a single i had been waiting MONTHS to hear....and...im disappointed.
neutral,"I`m in a pub garden,  its boiling,  hannah no likey,"
negative,I`m awake and can`t sleep bc I`m feeling sick  yuck!!!
negative,is updating an old ipod...sad...i miss my orange nano
positive,mothers day drama was awesome!
neutral, its what i say why!!!! k4ge last day at the job today  we wont be saying him around anymore
neutral, kayla & I went to go visit you but they wouldn`t let us in school!
neutral, No trips planned yet but I`ll let you know if there is
positive, Good Morning my Swedish Friend. I love the Meat Balls.  haha
neutral, Miles from you   I`m in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers.
neutral,super hungry... Dominos or martabak... both tempting and fattening
neutral, Working extra hours...
neutral, Last two and know they are going to be weepies
negative,Hates moving
neutral," i feel like a nerd saying it, but the new star trek looks kinda cool, i might see it haha. Let me know how it goes!"
neutral,Allies not coming over
neutral,Fuuudge. Movie store is closed
negative, thats a bad start to the day!
positive,So tired   Last group of the day is performing now.. It`s been an interesting one.
neutral,Must. get. up.
negative,Gardening stuff I ordered got returned to sender because it was damage  need to work out how to get to a garden centre.
positive,Happy mothers dayyy all mothers especially mine
neutral,  eat something!
positive, wellll...... only 2 that will feed me   the others were mainly shade loving native wildflowers.
positive,_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4
neutral,"Home from Ghosts of Girlfriends past with my lovely luddite  Not exactly high theatre, but a good date movie!"
positive,http://www.efteling.nl/ Today: Nothing but Efteling-fun !! Not too sure about that Python-rollercoaster-ride though
negative,i have become my mothers slave.
positive,_**** it was indeed  made my life!
positive, Hahhaa okaay ily! Lmfao
negative, for lack of having to go do my own hunt (lol) can you refresh my memory on which one is clue #2?
negative, star wars ............ is **** BOO??? i wanna do your jobe HAND IT OVER  u can act as me at my high school   LOL
positive, Have a great night!
neutral,says Morning.  http://plurk.com/p/x34ap
positive,"Wow, it`s so early. Just had the best conversation."
negative,"Going out to Miranda shopping centre to spend time with the family, before going away for 2 weeks to Malaysia. Gonna miss them!"
neutral,is TATTEDDDDD!!!!!!!!!!!!!
positive,_twist86 **** is picking up!
neutral,_r I can`t get one either because of the dog. I`m pretty sure the bunny wouldn`t survive a struggle with Tom
